40990460,11/20/2018 08:34:00 AM,11/20/2018 08:34:00 AM,11236
40990462,11/19/2018 08:29:00 PM,11/19/2018 08:29:00 PM,11421
40990463,11/20/2018 10:57:40 AM,12/03/2018 04:48:07 PM,10459
40990464,11/20/2018 07:45:00 AM,11/20/2018 07:45:00 AM,11236
40990465,11/20/2018 11:05:12 PM,11/21/2018 05:38:14 AM,10011
40990466,11/20/2018 10:23:00 PM,11/22/2018 12:00:00 AM,10031
40990467,11/20/2018 08:52:00 PM,11/24/2018 12:00:00 AM,10465
40990468,11/21/2018 12:12:17 AM,11/21/2018 06:15:34 AM,10032
40990469,11/20/2018 11:36:21 PM,11/21/2018 02:54:52 AM,10030
40990471,11/20/2018 12:00:00 AM,11/30/2018 12:00:00 AM,11360
40990472,11/20/2018 11:36:00 AM,12/03/2018 08:25:31 AM,11220
40990475,11/20/2018 06:49:38 PM,12/08/2018 02:12:00 PM,11228
40990476,11/20/2018 04:28:58 PM,11/23/2018 01:11:03 PM,11226
40990477,11/20/2018 02:14:08 PM,12/12/2018 06:53:12 PM,11206
40990480,11/20/2018 04:54:00 PM,11/22/2018 12:00:00 AM,11238
40990478,10/25/2018 11:53:35 AM,11/27/2018 12:00:00 AM,11372
40990481,11/20/2018 01:30:32 AM,11/26/2018 02:05:34 AM,11214
40990482,11/20/2018 11:03:31 PM,12/07/2018 01:25:01 PM,11205
40990483,11/20/2018 01:38:00 PM,11/25/2018 12:00:00 AM,11364
40990484,11/20/2018 01:33:00 PM,11/25/2018 12:00:00 AM,11213
40990485,11/20/2018 01:15:00 PM,11/28/2018 12:00:00 AM,11378
40990486,11/20/2018 01:10:00 PM,11/22/2018 12:00:00 AM,10459
40990488,11/20/2018 12:36:00 PM,12/02/2018 12:00:00 AM,10019
40990489,11/20/2018 11:52:00 AM,11/28/2018 12:00:00 AM,11222
40990490,11/20/2018 11:22:00 AM,11/24/2018 12:00:00 AM,11417
40990491,11/20/2018 02:09:00 PM,11/20/2018 02:09:00 PM,11231
40990492,11/20/2018 11:22:00 AM,11/20/2018 11:28:00 AM,11361
40990493,11/20/2018 11:16:09 AM,12/28/2018 09:10:40 AM,10468
40990494,11/20/2018 07:03:00 PM,11/24/2018 12:00:00 AM,11418
40990495,11/20/2018 05:50:00 PM,11/24/2018 12:00:00 AM,11102
40990496,11/20/2018 02:04:05 PM,11/27/2018 06:05:43 PM,11235
40990497,11/20/2018 03:20:07 PM,11/28/2018 01:51:57 PM,10456
40990498,11/20/2018 11:30:01 AM,04/19/2019 09:16:37 AM,10466
40990501,11/20/2018 01:37:18 PM,12/17/2018 09:39:20 AM,11233
40990502,11/20/2018 11:43:35 PM,12/10/2018 08:22:32 AM,11212
40990504,11/20/2018 11:58:11 AM,12/13/2018 08:16:31 AM,10451
40990506,11/20/2018 04:03:34 PM,01/17/2019 08:36:24 AM,10460
40990509,11/20/2018 03:20:07 PM,11/28/2018 01:51:58 PM,10456
40990510,11/20/2018 09:51:20 AM,02/25/2019 08:49:18 AM,10455
